full_address,latitude,longitude
"BEDOK, BEDOK RESERVOIR RD, block 612, Singapore",1.3317129,103.9160933
"CHOA CHU KANG, CHOA CHU KANG AVE 4, block 422, Singapore",1.3824269,103.7408699
"PUNGGOL, SUMANG LANE, block 233C, Singapore",1.4016106,103.8912145
"PUNGGOL, EDGEDALE PLAINS, block 172B, Singapore",1.395893,103.9118728
"BISHAN, BISHAN ST 24, block 281, Singapore",1.3572528,103.8445869
"TAMPINES, TAMPINES CTRL 8, block 520B, Singapore",1.3571468,103.939755
"JURONG EAST, TEBAN GDNS RD, block 37, Singapore",1.3205098,103.7426296
"JURONG WEST, BOON LAY DR, block 257, Singapore",1.3459334,103.708225
"JURONG WEST, JURONG WEST ST 81, block 865, Singapore",1.34978,103.695426
"WOODLANDS, WOODLANDS AVE 4, block 750, Singapore",1.4444124,103.7938399
"TOA PAYOH, LOR 2 TOA PAYOH, block 141, Singapore",1.3358069,103.8456064
"PASIR RIS, PASIR RIS ST 21, block 250, Singapore",1.3702516,103.9627583
"MARINE PARADE, MARINE TER, block 16, Singapore",1.3043084,103.9140818
"JURONG WEST, JURONG WEST ST 41, block 462, Singapore",1.3506358,103.7223536
"PUNGGOL, EDGEDALE PLAINS, block 109C, Singapore",1.3951945,103.9091698
"GEYLANG, EUNOS CRES, block 19, Singapore",1.3243135,103.9031794
"SERANGOON, SERANGOON AVE 3, block 234, Singapore",1.3548024,103.8695606
"HOUGANG, HOUGANG AVE 8, block 674, Singapore",1.3723281,103.8843563
"TAMPINES, TAMPINES ST 33, block 321, Singapore",1.3508625,103.9576524
"PASIR RIS, PASIR RIS ST 21, block 267, Singapore",1.3657775,103.963344
"JURONG WEST, JURONG WEST AVE 1, block 441, Singapore",1.3513788,103.7205452
"HOUGANG, HOUGANG ST 51, block 571, Singapore",1.3784771,103.8880516
"YISHUN, YISHUN AVE 9, block 316A, Singapore",1.4332842,103.8425656
"HOUGANG, HOUGANG AVE 8, block 625, Singapore",1.3701128,103.8816738
"KALLANG/WHAMPOA, ST. GEORGE'S LANE, block 4C, Singapore",1.3225641,103.8607142
"BUKIT PANJANG, PETIR RD, block 140, Singapore",1.375441,103.7689564
"BUKIT PANJANG, PETIR RD, block 137, Singapore",1.3750315,103.7694657
"CHOA CHU KANG, CHOA CHU KANG AVE 2, block 297C, Singapore",1.3777926,103.7431151
"JURONG EAST, JURONG EAST ST 24, block 241, Singapore",1.3415069,103.742991
"BUKIT BATOK, BT BATOK WEST AVE 6, block 451B, Singapore",1.353109,103.7432142
"WOODLANDS, WOODLANDS AVE 1, block 355, Singapore",1.4327929,103.7846119
"YISHUN, YISHUN AVE 11, block 345, Singapore",1.4283855,103.8444193
"BUKIT BATOK, BT BATOK ST 11, block 162, Singapore",1.3479652,103.741809
"JURONG WEST, HO CHING RD, block 112, Singapore",1.3339574,103.7236817
"SENGKANG, RIVERVALE ST, block 126, Singapore",1.3890815,103.9022783
"BUKIT TIMAH, TOH YI DR, block 15, Singapore",1.3390914,103.772021
"BUKIT MERAH, TELOK BLANGAH ST 31, block 91A, Singapore",1.2767542,103.8068191
"BUKIT BATOK, BT BATOK ST 52, block 508, Singapore",1.3525405,103.7544348
"SEMBAWANG, MONTREAL LINK, block 593A, Singapore",1.4516144,103.8279214
"SERANGOON, SERANGOON NTH AVE 1, block 114, Singapore",1.3644344,103.8723348
"PUNGGOL, EDGEFIELD PLAINS, block 103B, Singapore",1.3978813,103.9047224
"SENGKANG, COMPASSVALE WALK, block 230, Singapore",1.3884421,103.9015186
"PUNGGOL, PUNGGOL CTRL, block 303C, Singapore",1.4040041,103.9051796
"HOUGANG, HOUGANG ST 92, block 936, Singapore",1.3747068,103.8799987
"BEDOK, BEDOK NTH AVE 4, block 93, Singapore",1.3284309,103.9349087
"WOODLANDS, MARSILING DR, block 6, Singapore",1.4420604,103.7763472
"JURONG WEST, JURONG WEST ST 65, block 606, Singapore",1.3380208,103.6991021
"ANG MO KIO, ANG MO KIO AVE 3, block 131, Singapore",1.3710406,103.8417796
"BUKIT PANJANG, SAUJANA RD, block 413, Singapore",1.3820819,103.7685972
"PASIR RIS, PASIR RIS ST 51, block 566, Singapore",1.3691757,103.9497267
"KALLANG/WHAMPOA, ST. GEORGE'S RD, block 23, Singapore",1.3250201,103.8630336
"BISHAN, BISHAN ST 13, block 182, Singapore",1.3501084,103.8530864
"SENGKANG, FERNVALE LANE, block 405B, Singapore",1.3891621,103.873759
"TOA PAYOH, LOR 1 TOA PAYOH, block 111, Singapore",1.3412408,103.8454959
"JURONG WEST, JURONG WEST ST 52, block 524, Singapore",1.3472282,103.7172901
"YISHUN, YISHUN AVE 11, block 348B, Singapore",1.427117,103.841698
"ANG MO KIO, ANG MO KIO AVE 1, block 226, Singapore",1.3678386,103.8381557
"BISHAN, SHUNFU RD, block 309, Singapore",1.3509739,103.8376829
"YISHUN, YISHUN AVE 11, block 424B, Singapore",1.4232047,103.8486117
"BEDOK, NEW UPP CHANGI RD, block 62, Singapore",1.3233448,103.9400205
"SENGKANG, RIVERVALE DR, block 186C, Singapore",1.392778,103.905158
"JURONG WEST, JURONG WEST AVE 1, block 491, Singapore",1.3495943,103.72625
"SERANGOON, SERANGOON NTH AVE 2, block 151, Singapore",1.3646649,103.8722762
"SENGKANG, FERNVALE LINK, block 415A, Singapore",1.3890175,103.8794503
"JURONG WEST, JURONG WEST ST 65, block 663C, Singapore",1.3380647,103.7023293
"JURONG WEST, JURONG WEST ST 52, block 535, Singapore",1.3494898,103.7170338
"SENGKANG, SENGKANG WEST WAY, block 469B, Singapore",1.3958226,103.8776472
"SENGKANG, RIVERVALE CRES, block 185C, Singapore",1.393145,103.9064189
"WOODLANDS, WOODLANDS ST 81, block 802, Singapore",1.4408259,103.786264
"JURONG WEST, JURONG WEST ST 42, block 548, Singapore",1.3534585,103.7158957
"PUNGGOL, EDGEFIELD PLAINS, block 670B, Singapore",1.4052593,103.9132902
"MARINE PARADE, MARINE DR, block 72, Singapore",1.30426,103.9082452
"CLEMENTI, CLEMENTI AVE 1, block 417, Singapore",1.3102988,103.7707404
"HOUGANG, HOUGANG AVE 10, block 462, Singapore",1.3722313,103.8946424
"BUKIT TIMAH, QUEEN'S RD, block 3, Singapore",1.322839,103.8116074
"BISHAN, SHUNFU RD, block 307, Singapore",1.3506002,103.8382005
"SEMBAWANG, CANBERRA RD, block 423, Singapore",1.4537162,103.818206
"TAMPINES, TAMPINES AVE 1, block 890C, Singapore",1.3473244,103.933813
"KALLANG/WHAMPOA, BOON KENG RD, block 5, Singapore",1.3164669,103.8604867
"PUNGGOL, PUNGGOL CTRL, block 643, Singapore",1.3973637,103.9160069
"CHOA CHU KANG, CHOA CHU KANG AVE 4, block 417, Singapore",1.383368,103.7417849
"JURONG WEST, CORPORATION DR, block 150A, Singapore",1.3269247,103.7219706
"WOODLANDS, WOODLANDS AVE 1, block 332, Singapore",1.4297543,103.7791468
"JURONG WEST, JURONG WEST ST 41, block 458, Singapore",1.3502234,103.7200375
"HOUGANG, BUANGKOK LINK, block 991A, Singapore",1.384377,103.8821821
"JURONG WEST, YUNG PING RD, block 159, Singapore",1.3293583,103.7224192
"SERANGOON, SERANGOON NTH AVE 4, block 539, Singapore",1.3646834,103.8722097
"BUKIT PANJANG, GANGSA RD, block 166, Singapore",1.3775168,103.765476
"KALLANG/WHAMPOA, WHAMPOA DR, block 104, Singapore",1.3209752,103.8533906
"YISHUN, YISHUN ST 11, block 134, Singapore",1.4323849,103.8314499
"BUKIT PANJANG, PETIR RD, block 167, Singapore",1.3777236,103.7648068
"PUNGGOL, PUNGGOL DR, block 617B, Singapore",1.4021961,103.9121252
"ANG MO KIO, ANG MO KIO AVE 10, block 403, Singapore",1.3613354,103.8546204
"SENGKANG, SENGKANG EAST WAY, block 121C, Singapore",1.3863718,103.9054272
"CHOA CHU KANG, KEAT HONG CL, block 801C, Singapore",1.3752661,103.7426316
"KALLANG/WHAMPOA, GEYLANG BAHRU, block 72, Singapore",1.3219308,103.8710726
"JURONG WEST, JURONG WEST ST 61, block 652C, Singapore",1.3366135,103.6973175
"TAMPINES, TAMPINES ST 83, block 870, Singapore",1.3543577,103.933402
"TAMPINES, TAMPINES ST 23, block 227, Singapore",1.3549907,103.9550339
"MARINE PARADE, MARINE DR, block 61, Singapore",1.3030421,103.9087341
"PASIR RIS, PASIR RIS ST 21, block 226, Singapore",1.3712111,103.9617586
"CLEMENTI, CLEMENTI WEST ST 2, block 712, Singapore",1.3049422,103.7619099
"BUKIT PANJANG, JELAPANG RD, block 509, Singapore",1.3866932,103.76888
"JURONG EAST, TEBAN GDNS RD, block 50, Singapore",1.3205956,103.7378213
"WOODLANDS, WOODLANDS ST 81, block 808, Singapore",1.4423612,103.7871999
"SEMBAWANG, SEMBAWANG CRES, block 365C, Singapore",1.4433897,103.816981
"BISHAN, BISHAN ST 24, block 288, Singapore",1.3569571,103.8450399
"CHOA CHU KANG, CHOA CHU KANG ST 62, block 611, Singapore",1.3998258,103.7438205
"SENGKANG, ANCHORVALE RD, block 351C, Singapore",1.3937119,103.8869489
"KALLANG/WHAMPOA, WHAMPOA STH, block 49, Singapore",1.3243805,103.8664024
"ANG MO KIO, ANG MO KIO AVE 10, block 476, Singapore",1.362407,103.8578805
"PUNGGOL, PUNGGOL WALK, block 271C, Singapore",1.4039441,103.9010462
"ANG MO KIO, ANG MO KIO AVE 3, block 119, Singapore",1.369558,103.8447681
"TAMPINES, TAMPINES ST 32, block 327, Singapore",1.352467,103.9584858
"TOA PAYOH, TOA PAYOH CTRL, block 183, Singapore",1.3333603,103.8488455
"PASIR RIS, PASIR RIS ST 11, block 139, Singapore",1.3637541,103.9594946
"GEYLANG, UBI AVE 1, block 327, Singapore",1.3268971,103.9039912
"BEDOK, JLN TENAGA, block 654, Singapore",1.3333365,103.906809
"BUKIT PANJANG, PETIR RD, block 144, Singapore",1.3758707,103.7674781
"TOA PAYOH, LOR 7 TOA PAYOH, block 8, Singapore",1.337929,103.8567286
"CLEMENTI, CLEMENTI AVE 4, block 309, Singapore",1.3209206,103.7663684
"YISHUN, YISHUN RING RD, block 448, Singapore",1.422484,103.844908
"TAMPINES, TAMPINES ST 11, block 114, Singapore",1.3459796,103.9467738
"CHOA CHU KANG, CHOA CHU KANG AVE 3, block 408, Singapore",1.3804732,103.7406172
"GEYLANG, GEYLANG SERAI, block 2D, Singapore",1.3175318,103.8983965
"JURONG EAST, JURONG EAST ST 32, block 308, Singapore",1.3472998,103.7346213
"SENGKANG, FERNVALE RD, block 406B, Singapore",1.3885488,103.8743153
"BUKIT PANJANG, JELAPANG RD, block 540, Singapore",1.3833894,103.7635676
"WOODLANDS, WOODLANDS DR 16, block 547, Singapore",1.4302986,103.7930292
"JURONG WEST, JURONG WEST ST 65, block 611, Singapore",1.3394074,103.7006821
"ANG MO KIO, ANG MO KIO AVE 10, block 461, Singapore",1.3675797,103.8572692
"CHOA CHU KANG, JLN TECK WHYE, block 160, Singapore",1.3807787,103.7563879
"JURONG WEST, JURONG WEST ST 93, block 980, Singapore",1.3391514,103.6936695
"WOODLANDS, WOODLANDS CIRCLE, block 732, Singapore",1.4432939,103.7983735
"SENGKANG, FERNVALE RD, block 453B, Singapore",1.3938878,103.875434
"TAMPINES, TAMPINES ST 41, block 408, Singapore",1.3587863,103.9452618
"BEDOK, BEDOK STH AVE 3, block 72, Singapore",1.321903,103.9330761
"TOA PAYOH, TOA PAYOH NTH, block 199, Singapore",1.3419911,103.8506563
"PUNGGOL, PUNGGOL CTRL, block 601A, Singapore",1.4025214,103.9076643
"WOODLANDS, WOODLANDS DR 75, block 688A, Singapore",1.4428021,103.8072998
"TAMPINES, TAMPINES ST 83, block 855, Singapore",1.3535702,103.9352537
"JURONG WEST, JURONG WEST ST 74, block 766, Singapore",1.3498831,103.6978267
"PASIR RIS, PASIR RIS ST 51, block 564, Singapore",1.3683693,103.9498624
"JURONG WEST, JURONG WEST ST 64, block 660D, Singapore",1.3365124,103.703219
"SEMBAWANG, ADMIRALTY DR, block 359C, Singapore",1.4492874,103.8146249
"JURONG WEST, JURONG WEST ST 42, block 455, Singapore",1.3511303,103.7184554
"HOUGANG, HOUGANG ST 91, block 931, Singapore",1.3755647,103.8805546
"MARINE PARADE, MARINE DR, block 71, Singapore",1.3044988,103.908928
"TOA PAYOH, LOR 8 TOA PAYOH, block 229, Singapore",1.3387317,103.8591996
"SERANGOON, SERANGOON NTH AVE 4, block 528, Singapore",1.3646834,103.8722097
"WOODLANDS, WOODLANDS AVE 6, block 720, Singapore",1.4423224,103.8009337
"TAMPINES, TAMPINES ST 41, block 432, Singapore",1.3589204,103.9505943
"BUKIT MERAH, TELOK BLANGAH HTS, block 63, Singapore",1.2748405,103.8108478
"BUKIT MERAH, TELOK BLANGAH ST 31, block 90A, Singapore",1.2777726,103.8072292
"KALLANG/WHAMPOA, CRAWFORD LANE, block 461, Singapore",1.3051442,103.8608783
"CHOA CHU KANG, CHOA CHU KANG CRES, block 666, Singapore",1.4023928,103.7500194
"BEDOK, BEDOK NTH AVE 2, block 415, Singapore",1.3284319,103.9349085
"YISHUN, YISHUN RING RD, block 796, Singapore",1.4197695,103.8334457
"BUKIT BATOK, BT BATOK ST 33, block 326, Singapore",1.3625429,103.748209
"PUNGGOL, PUNGGOL FIELD, block 196A, Singapore",1.3991969,103.9066894
"PASIR RIS, PASIR RIS ST 21, block 217, Singapore",1.3694574,103.9608544
"BUKIT MERAH, TELOK BLANGAH CRES, block 14A, Singapore",1.2778859,103.8207642
"WOODLANDS, WOODLANDS AVE 1, block 308, Singapore",1.4298021,103.7765762
"BEDOK, BEDOK RESERVOIR VIEW, block 771, Singapore",1.3360242,103.9387805
"SENGKANG, SENGKANG EAST WAY, block 122A, Singapore",1.3866243,103.9060422
"WOODLANDS, WOODLANDS ST 81, block 810, Singapore",1.4426875,103.7881075
"ANG MO KIO, ANG MO KIO AVE 3, block 234, Singapore",1.367201,103.8366288
"WOODLANDS, WOODLANDS DR 16, block 543, Singapore",1.4282866,103.7938157
"WOODLANDS, WOODLANDS DR 52, block 625B, Singapore",1.433428,103.800003
"ANG MO KIO, ANG MO KIO ST 51, block 590B, Singapore",1.3711743,103.8528639
"PASIR RIS, PASIR RIS ST 12, block 198, Singapore",1.3668668,103.9602247
"JURONG WEST, JURONG WEST ST 92, block 932, Singapore",1.3418186,103.6884217
"YISHUN, YISHUN ST 61, block 642, Singapore",1.4209498,103.8374425
"CHOA CHU KANG, JLN TECK WHYE, block 150, Singapore",1.3780691,103.7564286
"HOUGANG, HOUGANG AVE 1, block 113, Singapore",1.3535037,103.8886507
"ANG MO KIO, ANG MO KIO AVE 10, block 544, Singapore",1.374008,103.8564822
"BUKIT PANJANG, SEGAR RD, block 477, Singapore",1.3892813,103.7731355
"BEDOK, BEDOK NTH AVE 4, block 94C, Singapore",1.3284309,103.9349087
"TOA PAYOH, LOR 2 TOA PAYOH, block 146, Singapore",1.3346756,103.8464556
"JURONG WEST, JURONG WEST ST 81, block 832, Singapore",1.3441955,103.6949998
"BISHAN, BISHAN ST 12, block 104, Singapore",1.3458032,103.8479954
"BISHAN, BISHAN ST 12, block 109, Singapore",1.3467612,103.8479386
"YISHUN, YISHUN ST 51, block 502D, Singapore",1.4172296,103.8407994
"BUKIT MERAH, TELOK BLANGAH HTS, block 74, Singapore",1.2754155,103.808751
"WOODLANDS, MARSILING CRES, block 217, Singapore",1.4467841,103.7725021
"JURONG WEST, JURONG WEST ST 25, block 276C, Singapore",1.3532485,103.7044146
"SENGKANG, ANCHORVALE CRES, block 335B, Singapore",1.3984629,103.8886174
"PASIR RIS, PASIR RIS DR 4, block 440, Singapore",1.369054,103.958769
"CHOA CHU KANG, TECK WHYE LANE, block 137, Singapore",1.3800106,103.7524625
"BISHAN, BISHAN ST 13, block 195, Singapore",1.3483482,103.8508895
"BUKIT PANJANG, PENDING RD, block 231, Singapore",1.3760545,103.7727569
"KALLANG/WHAMPOA, CAMBRIDGE RD, block 39, Singapore",1.3163424,103.8484676
"SENGKANG, ANCHORVALE DR, block 322B, Singapore",1.3914077,103.8918758
"SENGKANG, ANCHORVALE RD, block 326D, Singapore",1.3961295,103.8881619
"TAMPINES, TAMPINES ST 41, block 411, Singapore",1.3591321,103.9462523
"JURONG EAST, TEBAN GDNS RD, block 25, Singapore",1.3231332,103.7378698
"TOA PAYOH, TOA PAYOH EAST, block 25, Singapore",1.3336293,103.8570633
"BISHAN, BISHAN ST 12, block 123, Singapore",1.3465292,103.8504832
"GEYLANG, BALAM RD, block 19, Singapore",1.3314444,103.8874135
"YISHUN, YISHUN ST 61, block 626, Singapore",1.4174751,103.8358206
"TAMPINES, TAMPINES ST 44, block 465, Singapore",1.3595882,103.9546595
"YISHUN, YISHUN AVE 11, block 425, Singapore",1.4223901,103.8484832
"CENTRAL AREA, VEERASAMY RD, block 635, Singapore",1.306701,103.8552194
"KALLANG/WHAMPOA, MCNAIR RD, block 108B, Singapore",1.3202003,103.859081
"BUKIT MERAH, TELOK BLANGAH DR, block 54, Singapore",1.2735824,103.8119265
"SENGKANG, RIVERVALE DR, block 190A, Singapore",1.3951481,103.902961
"ANG MO KIO, ANG MO KIO AVE 3, block 329, Singapore",1.3666287,103.8468759
"HOUGANG, BUANGKOK CRES, block 999B, Singapore",1.3845422,103.8808792
"CLEMENTI, CLEMENTI AVE 4, block 310, Singapore",1.3202827,103.7659757
"SENGKANG, FERNVALE LINK, block 412A, Singapore",1.3890849,103.8780683
"TAMPINES, TAMPINES ST 33, block 354, Singapore",1.3548894,103.962454
"BUKIT PANJANG, CASHEW RD, block 135, Singapore",1.3740418,103.7689052
"SENGKANG, COMPASSVALE RD, block 247, Singapore",1.3921605,103.8992177
"CHOA CHU KANG, KEAT HONG LINK, block 817A, Singapore",1.3765491,103.7487546
"TAMPINES, TAMPINES ST 45, block 497D, Singapore",1.3588431,103.9591031
"BUKIT BATOK, BT BATOK EAST AVE 5, block 240, Singapore",1.350589,103.7540315
"HOUGANG, HOUGANG ST 51, block 550, Singapore",1.378175,103.890715
"WOODLANDS, MARSILING RISE, block 130, Singapore",1.4381562,103.7787491
"SENGKANG, RIVERVALE ST, block 132, Singapore",1.3899922,103.9035232
"ANG MO KIO, ANG MO KIO AVE 10, block 470, Singapore",1.3641395,103.8568162
"PUNGGOL, PUNGGOL WAY, block 316C, Singapore",1.4091064,103.8971509
"ANG MO KIO, ANG MO KIO AVE 3, block 322, Singapore",1.3683619,103.8477443
"CLEMENTI, CLEMENTI AVE 3, block 427, Singapore",1.3119885,103.7637545
"ANG MO KIO, ANG MO KIO AVE 5, block 182, Singapore",1.3771094,103.8366685
"WOODLANDS, WOODLANDS RING RD, block 655, Singapore",1.4376641,103.7983899
"KALLANG/WHAMPOA, MCNAIR RD, block 108, Singapore",1.3215065,103.8595899
"CHOA CHU KANG, CHOA CHU KANG AVE 7, block 811A, Singapore",1.3737844,103.7457957
"WOODLANDS, WOODLANDS RISE, block 785D, Singapore",1.4457528,103.8056645
"TAMPINES, TAMPINES ST 34, block 363, Singapore",1.3557259,103.9607222
"CLEMENTI, CLEMENTI AVE 4, block 304, Singapore",1.3209512,103.7648487
"CLEMENTI, C'WEALTH AVE WEST, block 411, Singapore",1.3108947,103.7695828
"YISHUN, YISHUN RING RD, block 243, Singapore",1.4336292,103.8406225
"HOUGANG, HOUGANG AVE 8, block 640, Singapore",1.3713545,103.8797383
"CHOA CHU KANG, CHOA CHU KANG ST 52, block 550, Singapore",1.3939295,103.7428328
"GEYLANG, BALAM RD, block 30, Singapore",1.3296576,103.8871683
"PUNGGOL, PUNGGOL FIELD, block 169B, Singapore",1.3931523,103.9140495
"YISHUN, YISHUN ST 21, block 219, Singapore",1.4334241,103.8365133
"PUNGGOL, PUNGGOL CTRL, block 301C, Singapore",1.4044714,103.9056477
"BEDOK, BEDOK RESERVOIR RD, block 115, Singapore",1.3306902,103.9086497
"KALLANG/WHAMPOA, AH HOOD RD, block 103, Singapore",1.3279107,103.8449058
"BUKIT BATOK, BT BATOK ST 52, block 504, Singapore",1.3519893,103.7549875
"YISHUN, YISHUN AVE 11, block 427, Singapore",1.4219417,103.8483963
"YISHUN, YISHUN RING RD, block 352, Singapore",1.4265182,103.8450014
"TAMPINES, TAMPINES AVE 4, block 815, Singapore",1.3473389,103.9374347
"PUNGGOL, SUMANG LANE, block 226B, Singapore",1.4029818,103.8936015
"JURONG EAST, JURONG EAST ST 32, block 305, Singapore",1.3453588,103.7354785
"PUNGGOL, PUNGGOL FIELD, block 102A, Singapore",1.3988971,103.9058952
"HOUGANG, HOUGANG ST 51, block 575, Singapore",1.3779695,103.8869279
"BISHAN, SIN MING RD, block 25, Singapore",1.3548238,103.8388011
"BEDOK, BEDOK STH AVE 2, block 34, Singapore",1.3212599,103.933205
"CLEMENTI, C'WEALTH AVE WEST, block 415, Singapore",1.3109679,103.7716568
"SENGKANG, RIVERVALE DR, block 186A, Singapore",1.392916,103.905784
"PASIR RIS, PASIR RIS ST 71, block 769, Singapore",1.3750042,103.9351178
"YISHUN, YISHUN AVE 6, block 437, Singapore",1.4216773,103.8469065
"PASIR RIS, PASIR RIS ST 11, block 141, Singapore",1.3641653,103.95887
"HOUGANG, HOUGANG ST 52, block 699, Singapore",1.3761322,103.8892355
"WOODLANDS, WOODLANDS DR 75, block 688E, Singapore",1.4438319,103.8078634
"CHOA CHU KANG, CHOA CHU KANG CTRL, block 219, Singapore",1.3827489,103.7455254
"CHOA CHU KANG, TECK WHYE LANE, block 15, Singapore",1.3791756,103.7547586
"GEYLANG, EUNOS CRES, block 22, Singapore",1.3248139,103.9020221
"WOODLANDS, WOODLANDS ST 31, block 316, Singapore",1.4315135,103.776309
"WOODLANDS, WOODLANDS RING RD, block 636, Singapore",1.4369465,103.8027487
"KALLANG/WHAMPOA, WHAMPOA DR, block 74, Singapore",1.3247979,103.8578334
"SENGKANG, RIVERVALE DR, block 197, Singapore",1.392505,103.9036443
"JURONG EAST, JURONG EAST AVE 1, block 341, Singapore",1.3492271,103.731258
"ANG MO KIO, ANG MO KIO AVE 3, block 328, Singapore",1.3666495,103.8479126
"SENGKANG, ANCHORVALE DR, block 301B, Singapore",1.3894502,103.8912018
"ANG MO KIO, ANG MO KIO AVE 4, block 609, Singapore",1.3792926,103.8380289
"BEDOK, BEDOK NTH ST 3, block 533, Singapore",1.3256355,103.9295201
"BEDOK, BEDOK NTH AVE 1, block 519, Singapore",1.3284637,103.9350757
"BEDOK, NEW UPP CHANGI RD, block 26, Singapore",1.323534,103.9339474
"TAMPINES, TAMPINES ST 81, block 826, Singapore",1.3493374,103.9336591
"QUEENSTOWN, C'WEALTH DR, block 52, Singapore",1.3012507,103.7981323
"CLEMENTI, CLEMENTI AVE 3, block 441B, Singapore",1.314864,103.764058
"BUKIT BATOK, BT BATOK EAST AVE 3, block 221, Singapore",1.347503,103.7536647
"BUKIT PANJANG, PETIR RD, block 219, Singapore",1.3742015,103.7726428
"CHOA CHU KANG, CHOA CHU KANG AVE 5, block 486, Singapore",1.375531,103.7383196
"ANG MO KIO, ANG MO KIO AVE 6, block 633, Singapore",1.3812118,103.8422565
"TOA PAYOH, UPP ALJUNIED LANE, block 3, Singapore",1.3340046,103.8798861
"HOUGANG, HOUGANG ST 91, block 957, Singapore",1.3765263,103.8793738
"JURONG WEST, KANG CHING RD, block 339D, Singapore",1.3389212,103.7222161
"BUKIT MERAH, JLN MEMBINA, block 118D, Singapore",1.2825452,103.8267304
"WOODLANDS, WOODLANDS DR 50, block 892A, Singapore",1.4372152,103.7901733
"PASIR RIS, PASIR RIS ST 11, block 117, Singapore",1.3679676,103.9547225
"TAMPINES, TAMPINES ST 81, block 888, Singapore",1.3508262,103.9310895
"WOODLANDS, WOODLANDS DR 62, block 694B, Singapore",1.4381922,103.7889597
"BEDOK, BEDOK NTH AVE 3, block 506, Singapore",1.3284314,103.9349086
"WOODLANDS, WOODLANDS AVE 5, block 359, Singapore",1.4341457,103.7840132
"TOA PAYOH, POTONG PASIR AVE 1, block 109, Singapore",1.3348668,103.8674117
"WOODLANDS, WOODLANDS AVE 4, block 844, Singapore",1.44388,103.7931684
"CHOA CHU KANG, CHOA CHU KANG AVE 4, block 443, Singapore",1.3813317,103.7371982
"CHOA CHU KANG, CHOA CHU KANG AVE 1, block 202, Singapore",1.3820119,103.7493331
"CHOA CHU KANG, CHOA CHU KANG CRES, block 685A, Singapore",1.4040371,103.7477655
"GEYLANG, CIRCUIT RD, block 18A, Singapore",1.329499,103.8881192
"TOA PAYOH, POTONG PASIR AVE 3, block 136, Singapore",1.3340615,103.8666
"YISHUN, YISHUN ST 71, block 714, Singapore",1.4271337,103.8278692
"WOODLANDS, WOODLANDS AVE 6, block 791, Singapore",1.4427724,103.8021945
"WOODLANDS, WOODLANDS ST 13, block 151, Singapore",1.4354202,103.7742007
"BUKIT MERAH, REDHILL CL, block 68, Singapore",1.2868666,103.8160563
"HOUGANG, HOUGANG AVE 1, block 167, Singapore",1.3519915,103.8885454
"BUKIT BATOK, BT BATOK ST 21, block 204, Singapore",1.347572,103.7498958
"HOUGANG, HOUGANG AVE 4, block 576, Singapore",1.378356,103.8865212
"BEDOK, BEDOK NTH RD, block 117, Singapore",1.3306496,103.9385209
"CLEMENTI, CLEMENTI AVE 5, block 377, Singapore",1.3175689,103.7679754
"ANG MO KIO, ANG MO KIO AVE 6, block 640, Singapore",1.3800424,103.8436811
"TAMPINES, SIMEI ST 4, block 232, Singapore",1.344076,103.9572994
"ANG MO KIO, ANG MO KIO AVE 10, block 464, Singapore",1.3667854,103.8568556
"TOA PAYOH, LOR 5 TOA PAYOH, block 59, Singapore",1.3367458,103.8517857
"GEYLANG, DAKOTA CRES, block 60, Singapore",1.3076017,103.8885443
"CHOA CHU KANG, TECK WHYE LANE, block 114, Singapore",1.3785432,103.7509311
"SENGKANG, COMPASSVALE BOW, block 264F, Singapore",1.3817337,103.8953073
"BUKIT PANJANG, FAJAR RD, block 442B, Singapore",1.3815413,103.7714141
"CHOA CHU KANG, CHOA CHU KANG ST 53, block 705, Singapore",1.3904469,103.7457065
"JURONG EAST, JURONG EAST ST 32, block 314, Singapore",1.3466967,103.733309
"BUKIT MERAH, BT MERAH CTRL, block 117, Singapore",1.2837395,103.8154606
"TAMPINES, TAMPINES ST 42, block 451, Singapore",1.3565728,103.9541072
"KALLANG/WHAMPOA, BENDEMEER RD, block 45, Singapore",1.32269,103.8662772
"BUKIT BATOK, BT BATOK ST 11, block 152, Singapore",1.3487514,103.7442582
"BEDOK, NEW UPP CHANGI RD, block 52, Singapore",1.3253182,103.9429503
"BISHAN, BISHAN ST 22, block 261, Singapore",1.3592806,103.8432756
"CHOA CHU KANG, CHOA CHU KANG CRES, block 668, Singapore",1.4017654,103.7495121
"CHOA CHU KANG, CHOA CHU KANG AVE 4, block 465, Singapore",1.377377,103.7364741
"PUNGGOL, PUNGGOL CTRL, block 651, Singapore",1.3969828,103.91526
"HOUGANG, BUANGKOK GREEN, block 988B, Singapore",1.3801346,103.8777437
"SEMBAWANG, SEMBAWANG VISTA, block 316, Singapore",1.4464283,103.8210759
"BEDOK, BEDOK RESERVOIR RD, block 142, Singapore",1.3355564,103.9129538
"CHOA CHU KANG, TECK WHYE LANE, block 107, Singapore",1.3779748,103.7535945
"SENGKANG, FERNVALE RD, block 410B, Singapore",1.3897093,103.8761622
"CHOA CHU KANG, CHOA CHU KANG ST 52, block 551, Singapore",1.3943287,103.7430278
"ANG MO KIO, ANG MO KIO AVE 10, block 432, Singapore",1.3683253,103.8535893
"PUNGGOL, PUNGGOL CTRL, block 647, Singapore",1.3980269,103.9154088
"WOODLANDS, WOODLANDS DR 40, block 705, Singapore",1.4398853,103.7960927
